case_id,user_handle,visa_type,visa_entry,consulate,major,status,check_date,complete_date,waiting_days
842306,老子求过,B1,New,Europe,computer vision,Pending,2025-02-10,0000-00-00,349
842388,h4也能check,H4,New,ShangHai,Econ,Clear,2025-02-10,2025-04-07,56
842455,b2feb10,B2,New,Others,ECE,Clear,2025-02-10,2025-05-01,80
842530,Plz plz plz,H1,Renewal,Others,Engineering & Statistics,Clear,2025-02-10,2025-03-13,31
842535,rickstao,O1,Renewal,ShangHai,Computational Biology,Pending,2025-02-10,0000-00-00,349
842541,求下签,H1,Renewal,GuangZhou,CS,Clear,2025-02-10,2025-03-21,39
842561,好运,F1,Renewal,ShenYang,Pharmacology,Clear,2025-02-10,2025-03-19,37
842310,L1,L1,New,Europe,EE,Clear,2025-02-11,2025-04-09,57
842318,hz,H1,Renewal,Vancouver,CS,Clear,2025-02-11,2025-03-19,36
842346,快下签吧aho,H1,Renewal,Others,Computer engineer,Clear,2025-02-11,2025-04-14,62
842423,b10021001,H1,New,Others,CS,Clear,2025-02-11,2025-03-13,30
842462,clcl,B1,New,BeiJing,N/A,Clear,2025-02-11,2025-04-01,49
842550,lizhaoxi,F1,New,BeiJing,ME,Pending,2025-02-11,0000-00-00,348
842556,我不理解,F1,Renewal,ShangHai,Civil engineering,Clear,2025-02-11,2025-04-29,77
842596,F。,H1,New,GuangZhou,Bioengineering,Clear,2025-02-11,2026-01-02,325
842973,努力赚钱去,L2,New,ShangHai,Biotech,Clear,2025-02-11,2025-05-29,107
842329,求求了赶紧,J1,New,Europe,Finance,Clear,2025-02-12,2025-02-27,15
842337,luckygirlsyndro,F1,Renewal,GuangZhou,N/A,Pending,2025-02-12,0000-00-00,347
842366,好想死zhc,B1,New,BeiJing,CS,Clear,2025-02-12,2025-03-27,43
842585,CICC2025,B1,New,GuangZhou,EE,Clear,2025-02-12,2025-03-21,37
842617,Pls,H1,New,GuangZhou,EE,Clear,2025-02-12,2025-09-26,226
842327,testtest123,H1,Renewal,GuangZhou,Information Technology,Clear,2025-02-13,2025-03-25,40
842370,issued,J1,New,ShangHai,CE,Clear,2025-02-13,2025-04-04,50
842523,454885477,H1,Renewal,Vancouver,IT,Pending,2025-02-13,0000-00-00,346
842553,mengleih,B1,Renewal,Vancouver,ECE,Clear,2025-02-13,2025-03-12,27
842650,CL,B1,Renewal,BeiJing,Biomedical science,Pending,2025-02-13,0000-00-00,346
842952,Power_dyy,J1,New,ShangHai,Pharmacy,Pending,2025-02-13,0000-00-00,346
842414,快点下签,O1,New,BeiJing,"CS, AI",Clear,2025-02-14,2025-03-24,38
842419,Naruto,H1,New,BeiJing,EE,Clear,2025-02-14,2025-04-08,53
842531,等等,J1,New,ShenYang,文科,Clear,2025-02-14,2025-06-04,110
842533,等J1到疯狂,J1,New,GuangZhou,Chemistry,Clear,2025-02-14,2025-03-22,36
842573,splitsoul,B2,Renewal,GuangZhou,biology,Clear,2025-02-14,2025-03-27,41
842594,dwfffw,B1,Renewal,BeiJing,Chemistry,Clear,2025-02-14,2025-03-21,35
842608,急流勇退,L1,New,ShangHai,ICE,Clear,2025-02-14,2025-04-02,47
842613,curisim,H1,New,ShenYang,Data Science,Clear,2025-02-14,2025-04-03,48
842620,111111111,J1,New,HongKong,Physics,Pending,2025-02-14,0000-00-00,345
842632,快快下签,J1,New,ShangHai,Chemical Engineering,Pending,2025-02-14,0000-00-00,345
842643,没办法,H1,New,ShenYang,CS,Clear,2025-02-14,2025-04-08,53
842697,H1B+H4,H1,New,GuangZhou,N/A,Pending,2025-02-14,0000-00-00,345
842347,Flash,J1,New,HongKong,CS,Clear,2025-02-18,2025-03-27,37
842361,我想上班,H1,Renewal,Toronto,Chemistry,Clear,2025-02-18,2025-04-02,43
842365,Gegezn,H1,New,BeiJing,Chem E,Clear,2025-02-18,2025-04-01,42
842368,uccc,J1,New,GuangZhou,chemical engineering,Pending,2025-02-18,0000-00-00,341
842403,HK混子,B1,New,HongKong,CS,Clear,2025-02-18,2025-03-25,35
842476,等一个issue,J1,New,Europe,CS,Clear,2025-02-18,2025-05-21,92
842509,萌啊萌,J1,New,BeiJing,Biological Sciences,Clear,2025-02-18,2025-03-25,35
842565,GWP,J1,New,ShangHai,Biomed Eng,Pending,2025-02-18,0000-00-00,341
842576,遭不住了,L1,Renewal,ShangHai,CS,Pending,2025-02-18,0000-00-00,341
842598,Check麻了,H1,Renewal,Europe,Chemistry,Clear,2025-02-18,2025-04-07,48
842605,ksmphn,B1,New,ShenYang,MSE,Clear,2025-02-18,2025-03-26,36
842692,830830,F1,Renewal,BeiJing,Information science,Pending,2025-02-18,0000-00-00,341
842707,Rebirth,F1,Renewal,ShangHai,Computer Science,Pending,2025-02-18,0000-00-00,341
842374,H1首签求放�,H1,New,HongKong,CIS,Pending,2025-02-19,0000-00-00,340
842400,快下签,B2,New,Europe,Biomedical Engineering,Clear,2025-02-19,2025-03-04,13
842463,chinging,F1,Renewal,Others,ECE,Clear,2025-02-19,2025-03-27,36
842488,DamnVisa,F1,New,GuangZhou,EE,Clear,2025-02-19,2025-03-28,37
842504,yayaya,O1,New,Others,CS,Pending,2025-02-19,0000-00-00,340
842544,我要疯了,H1,Renewal,Others,Statistics,Clear,2025-02-19,2025-04-02,42
842579,L1L1,L1,New,ShangHai,N/A,Clear,2025-02-19,2025-04-07,47
842376,球球了,H1,Renewal,Others,CIS,Clear,2025-02-20,2025-02-24,4
842378,please issue,L1,New,Europe,STEM,Clear,2025-02-20,2025-08-18,179
842385,checkee666,F1,Renewal,Vancouver,IEOR,Clear,2025-02-20,2025-04-02,41
842386,北风,H1,New,Vancouver,computer science,Clear,2025-02-20,2025-03-24,32
842389,希望未来一,J1,New,Others,Medical Research,Clear,2025-02-20,2025-03-05,13
842401,快快出签,F1,Renewal,GuangZhou,ECE,Clear,2025-02-20,2025-04-07,46
842410,ICRA25急急急,B1,New,ShenYang,CS,Clear,2025-02-20,2025-04-02,41
842432,求出签,J1,New,HongKong,AI,Pending,2025-02-20,0000-00-00,339
842450,第一次特别,H1,New,GuangZhou,Medical research,Clear,2025-02-20,2025-04-03,42
842399,放我去开会,B1,New,BeiJing,EE,Clear,2025-02-21,2025-04-09,47
842407,ZZYFROMDREAM,O1,New,HongKong,CS,Clear,2025-02-21,2025-03-25,32
842429,别搞,H1,New,ShangHai,ME,Pending,2025-02-21,0000-00-00,338
842454,KT,H1,Renewal,Vancouver,Statistics,Clear,2025-02-21,2025-03-26,33
842496,好运来,B1,Renewal,BeiJing,cs,Pending,2025-02-21,0000-00-00,338
842616,pikapika,F1,New,ShangHai,Chemistry,Clear,2025-02-21,2025-03-26,33
842627,Adam,B1,New,BeiJing,Aftersales engineer,Clear,2025-02-21,2025-04-08,46
842647,siranjoy,H1,Renewal,Vancouver,N/A,Clear,2025-02-21,2025-03-31,38
842416,花Q,B1,New,BeiJing,Psychiatry,Clear,2025-02-24,2025-03-06,10
842421,why2,B1,New,BeiJing,CS,Clear,2025-02-24,2025-04-09,44
842438,你先别急让,H1,Renewal,Vancouver,CS,Clear,2025-02-24,2025-03-26,30
842458,DC,H1,New,BeiJing,Computer Science,Clear,2025-02-24,2025-04-03,38
842469,adatapoint,H1,New,Vancouver,IEOR,Clear,2025-02-24,2025-04-16,51
842475,dilidili,B2,New,ShangHai,CS,Clear,2025-02-24,2025-04-08,43
842539,letitbe,L1,New,Europe,STEM,Clear,2025-02-24,2025-04-07,42
842580,求快快下签,B1,New,ShenYang,Mathematics,Clear,2025-02-24,2025-04-15,50
842602,求快下签222,H1,New,GuangZhou,CS,Clear,2025-02-24,2025-04-08,43
842610,elderman,B1,New,Others,EE,Clear,2025-02-24,2025-03-26,30
843608,esik,L1,Renewal,Europe,CS,Pending,2025-02-24,0000-00-00,335
842546,呱呱呱呱,H1,New,Vancouver,EE,Clear,2025-02-25,2025-04-07,41
842482,oliverslifematt,F1,Renewal,GuangZhou,CS,Clear,2025-02-26,2025-04-11,44
842435,Ari,B2,New,ShangHai,Chemistry,Pending,2025-02-26,0000-00-00,333
842448,下次再也不,O1,Renewal,ShangHai,N/A,Clear,2025-02-26,2025-03-13,15
842452,cym2025,B2,Renewal,ShangHai,Navigation & Control,Clear,2025-02-26,2025-04-08,41
842593,asd8051813,J1,Renewal,BeiJing,Bio,Pending,2025-02-26,0000-00-00,333
842597,bryan21,B1,New,GuangZhou,ECE,Pending,2025-02-26,0000-00-00,333
842645,luluisthebest,J1,New,Vancouver,CEE,Clear,2025-02-26,2025-04-03,36
842659,求你了,B2,New,Others,cs,Clear,2025-02-26,2025-04-14,47
842685,球球了快过,B2,New,ShangHai,CS,Clear,2025-02-26,2025-04-11,44
842441,普通的飞空,O1,New,ShangHai,Computer Science,Clear,2025-02-27,2025-04-08,40
842477,juncs,J1,New,BeiJing,transportation,Pending,2025-02-27,0000-00-00,332
842485,blakemgn,J1,New,ShangHai,EE,Clear,2025-02-27,2025-04-14,46
842554,那个读书人,J1,New,GuangZhou,N/A,Clear,2025-02-27,2025-04-14,46
842630,luckydraw,J1,New,BeiJing,Robotics learning,Clear,2025-02-27,2025-04-09,41
842660,求下签,H1,New,BeiJing,Engineering Mechanics,Pending,2025-02-27,0000-00-00,332
842665,我也是服辣,J1,New,BeiJing,BME,Pending,2025-02-27,0000-00-00,332
842666,vvv,J1,New,BeiJing,AI,Clear,2025-02-27,2025-04-15,47
842691,yyupenn,F1,Renewal,GuangZhou,CS,Clear,2025-02-27,2025-04-07,39
842460,CCKK,B1,New,ShenYang,Computer Science,Pending,2025-02-28,0000-00-00,331
842537,wyz23689,B1,Renewal,Others,N/A,Pending,2025-02-28,0000-00-00,331
842601,nshe,H1,Renewal,Others,ME,Clear,2025-02-28,2025-04-04,35
842629,Biubiubrian,B1,New,HongKong,Polymer Material and Engi,Clear,2025-02-28,2025-04-11,42
842631,quickquick,J1,New,GuangZhou,ECE,Pending,2025-02-28,0000-00-00,331
843461,开学来不及,F1,Renewal,GuangZhou,ECE,Clear,2025-03-01,2025-08-18,170
842483,WuhanDragon,B1,New,BeiJing,ME,Pending,2025-03-03,0000-00-00,328
842456,wuliJerry,F1,New,ShangHai,Computer Engineering,Clear,2025-03-03,2025-03-11,8
842466,maxiaohan,B1,New,Others,Biomaterials and tissue e,Clear,2025-03-03,2025-04-09,37
842471,好运来,H1,New,ShangHai,CS,Pending,2025-03-03,0000-00-00,328
842472,¿你不也是�,B1,New,ShangHai,BIO,Pending,2025-03-03,0000-00-00,328
842543,Enchante,J1,New,ShangHai,Optical Engineering,Clear,2025-03-03,2025-04-14,42
842555,stuckWithApprov,H1,New,GuangZhou,CS,Pending,2025-03-03,0000-00-00,328
842676,求出签啊,J2,New,GuangZhou,medicinal chemistry,Clear,2025-03-03,2025-04-17,45
842724,EA4727774,O1,New,BeiJing,Environmental Science,Clear,2025-03-03,2025-04-22,50
842639,951238600,F1,New,BeiJing,cs,Pending,2025-03-04,0000-00-00,327
842648,tokyotreehouse,B1,New,Others,Design,Pending,2025-03-04,0000-00-00,327
842664,plzgiveme,B2,New,HongKong,CS,Clear,2025-03-04,2025-04-03,30
842730,Good luck every,H1,New,ShangHai,Chemical Engineering,Clear,2025-03-04,2025-04-09,36
842529,下签顺利blu,B1,New,BeiJing,N/A,Clear,2025-03-05,2025-03-05,0
842577,coco,B1,New,BeiJing,CS,Pending,2025-03-05,0000-00-00,326
842625,guangrli,O1,New,Others,Computer Science,Clear,2025-03-05,2025-05-01,57
842706,急急国王,F1,New,ShangHai,Computer Science,Clear,2025-03-05,2025-04-21,47
842714,雍和宫救救,H4,New,BeiJing,Pharma,Clear,2025-03-05,2025-04-22,48
842735,doge,H1,Renewal,Europe,mechanical engineering,Pending,2025-03-05,0000-00-00,326
842493,Check Less Plea,O1,New,Europe,Computer Science,Clear,2025-03-06,2025-04-29,54
842508,galaxies,B1,New,Others,CS,Clear,2025-03-06,2025-04-07,32
842668,转运开启,J2,New,BeiJing,N/A,Clear,2025-03-06,2025-04-08,33
842618,Cute,F1,New,ShangHai,Physics,Clear,2025-03-06,2025-04-07,32
842653,zltjohn,F1,Renewal,BeiJing,Computer Science,Clear,2025-03-06,2025-04-19,44
842770,Display,B1,New,BeiJing,biology,Clear,2025-03-06,2025-04-19,44
842502,cosmos,F1,New,BeiJing,Computer Science,Clear,2025-03-07,2025-04-14,38
842513,李和鑫你回,F1,New,GuangZhou,EEE,Clear,2025-03-07,2025-04-09,33
842527,aJ1Applicant,J1,New,BeiJing,EE,Clear,2025-03-07,2025-03-12,5
842549,ASAPapproved,J1,New,Others,Microbiology,Pending,2025-03-07,0000-00-00,324
842705,joshua_graham,O1,New,BeiJing,Mechanical Engineering,Pending,2025-03-07,0000-00-00,324
842773,UofArizonaOPTIC,F1,New,BeiJing,OPTICS,Clear,2025-03-07,2025-04-21,45
842832,Denmark1,J1,New,Europe,Environment Engineering,Pending,2025-03-07,0000-00-00,324
843145,dctr,F1,New,ShenYang,CS,Clear,2025-03-09,2025-05-20,72
842505,ghost1412,H1,Renewal,BeiJing,Integrative Biology,Clear,2025-03-10,2025-04-24,45
842506,有本事别过,H1,Renewal,ShangHai,ECE,Clear,2025-03-10,2025-05-02,53
842510,Don,F1,New,ShangHai,Medical Engineering,Pending,2025-03-10,0000-00-00,321
842511,这次不玄了,H1,Renewal,Toronto,Decision Analytics,Pending,2025-03-10,0000-00-00,321
842512,瑞瑞,H1,New,Vancouver,Materials Science and Eng,Clear,2025-03-10,2025-04-08,29
842525,fffc,B1,New,BeiJing,STEM,Pending,2025-03-10,0000-00-00,321
842532,希望快下签,H1,Renewal,Vancouver,CS,Pending,2025-03-10,0000-00-00,321
842536,dlwlrma,F1,Renewal,Vancouver,CS,Pending,2025-03-10,0000-00-00,321
842558,伤心的土拨,H1,Renewal,ShangHai,CS,Clear,2025-03-10,2025-04-27,48
842575,Erina,F1,New,BeiJing,MBA,Clear,2025-03-10,2025-04-18,39
842719,多力多滋,B1,New,BeiJing,EE,Clear,2025-03-10,2025-04-11,32
842776,aaa,F1,New,ShangHai,Physics,Pending,2025-03-10,0000-00-00,321
842805,别卡了求求,L1,New,Toronto,IEOR,Pending,2025-03-10,0000-00-00,321
842514,祈祷中,F1,New,BeiJing,CS,Pending,2025-03-11,0000-00-00,320
842517,GWGWGW,B1,New,BeiJing,Theoretical Physics,Pending,2025-03-11,0000-00-00,320
842522,wiki,H1,Renewal,Vancouver,CS,Clear,2025-03-11,2025-03-29,18
842524,thf5000y2k,F1,New,GuangZhou,Computer Engineering,Clear,2025-03-11,2025-04-11,31
842683,Chick-fill-A,F1,New,ShangHai,Computer Engineering,Clear,2025-03-11,2025-04-09,29
842612,yfx,B1,New,GuangZhou,CS,Pending,2025-03-11,0000-00-00,320
842680,kats,H1,New,Vancouver,Chemistry,Clear,2025-03-11,2025-04-09,29
842802,126789,B1,New,BeiJing,Immunology,Clear,2025-03-11,2025-04-25,45
842521,Zhe,F1,New,ShangHai,Mechanical Engineering,Clear,2025-03-12,2025-04-08,27
842572,就是今天,O2,New,GuangZhou,immunology,Pending,2025-03-12,0000-00-00,319
842606,Seiii,J1,New,Others,Immunology,Pending,2025-03-12,0000-00-00,319
842675,you_are_approve,J1,New,HongKong,CS,Clear,2025-03-12,2025-04-16,35
842728,夏威夷我来,B1,New,BeiJing,Biomedical Engineering,Clear,2025-03-12,2025-04-14,33
842736,rm2492,B2,New,Vancouver,ECE,Clear,2025-03-12,2025-04-15,34
842743,SID every year,B1,Renewal,BeiJing,Material Science,Clear,2025-03-12,2025-04-18,37
842747,YuanYuan,J1,New,GuangZhou,Computer Science,Clear,2025-03-12,2025-04-24,43
842750,cefrop,H1,New,BeiJing,Math,Clear,2025-03-12,2025-04-18,37
842763,早日出签,B2,New,ShangHai,Micro electronics,Clear,2025-03-12,2025-04-29,48
842922,来签,F1,New,BeiJing,CS,Clear,2025-03-12,2025-06-12,92
842547,J1postdoc,J1,New,BeiJing,integrated life sciences,Pending,2025-03-13,0000-00-00,318
842548,Julius1008,J1,New,Europe,AI and Data Science,Pending,2025-03-13,0000-00-00,318
842689,APAPAP,J1,New,Others,CHE,Clear,2025-03-13,2025-04-07,25
842760,wc,H1,New,ShangHai,Physics,Clear,2025-03-13,2025-05-14,62
842540,再次被check,F1,Renewal,BeiJing,Oceanography,Clear,2025-03-14,2025-04-14,31
842542,KINGMNDRA,F1,New,ShangHai,CS,Clear,2025-03-14,2025-04-22,39
842595,sjs,F1,New,BeiJing,CS,Pending,2025-03-14,0000-00-00,317
842662,快快下签,B2,New,ShangHai,chemistry,Pending,2025-03-14,0000-00-00,317
842704,checkwhat,F1,New,ShangHai,Mechanical Engineering,Clear,2025-03-14,2025-04-24,41
842748,求快点拿到,H1,Renewal,GuangZhou,ECE,Clear,2025-03-14,2025-04-17,34
842813,toseemo,B1,New,Europe,Information Systems,Pending,2025-03-14,0000-00-00,317
842789,Peach,L1,New,ShangHai,Economics and Public Poli,Pending,2025-03-14,0000-00-00,317
842551,tooyoungtoosimp,H1,Renewal,BeiJing,CS/AI,Clear,2025-03-17,2025-04-29,43
842568,first_check,H1,Renewal,Toronto,Mathematics,Clear,2025-03-17,2025-04-29,43
842582,Simon_CA,B1,New,Vancouver,Civil Engineering,Clear,2025-03-17,2025-04-25,39
842587,心平气和,F1,New,BeiJing,Biomedical engineering,Clear,2025-03-17,2025-04-18,32
842591,otto,F1,New,BeiJing,Materials Science and Eng,Clear,2025-03-17,2025-04-29,43
842621,chickfila,H1,New,ShangHai,CS,Clear,2025-03-17,2025-04-30,44
842633,xyyvogar,H1,Renewal,ShangHai,Public Policy,Pending,2025-03-17,0000-00-00,314
842671,AA00E7PXIZ,F1,Renewal,GuangZhou,Robotics,Clear,2025-03-17,2025-04-22,36
842798,咋回事儿,H1,Renewal,GuangZhou,Mechanical Engineering,Clear,2025-03-17,2025-05-07,51
842562,6622,J1,New,Others,bio,Clear,2025-03-18,2025-04-18,31
842566,j1fighter,J1,New,Others,Mechanical Engineering,Clear,2025-03-18,2025-04-09,22
842569,frifri,H1,New,Toronto,communication,Clear,2025-03-18,2025-03-27,9
842583,dongyeh,B1,Renewal,BeiJing,Microelectronics,Clear,2025-03-18,2025-04-18,31
842599,approvemeplz,H1,Renewal,Toronto,Data Science,Clear,2025-03-18,2025-04-25,38
842611,求下签,F1,New,BeiJing,Civil Engineering,Clear,2025-03-18,2025-05-13,56
842634,plzplz,F1,New,Vancouver,"CS,AI",Clear,2025-03-18,2025-04-23,36
842699,CVPR,B1,New,ShangHai,Computer Science,Clear,2025-03-18,2025-04-29,42
842703,求求了快下,B1,New,GuangZhou,Oncology,Pending,2025-03-18,0000-00-00,313
842722,MelbourneAU007,H1,Renewal,Others,Business Analytics,Clear,2025-03-18,2025-04-16,29
842731,快出吧球球,H1,New,Vancouver,Information Systems,Pending,2025-03-18,0000-00-00,313
842742,NoNoCheck,H1,Renewal,ShangHai,MBA,Clear,2025-03-18,2025-04-16,29
842779,一切顺利,F1,New,BeiJing,CS PhD,Clear,2025-03-18,2025-04-17,30
842797,wawa,H1,New,Calgary,Physics&CS,Clear,2025-03-18,2025-05-02,45
842804,CS F1 Shanghai,F1,New,ShangHai,CS,Clear,2025-03-18,2025-04-23,36
842856,快快下签！,J1,New,Others,Automation,Pending,2025-03-18,0000-00-00,313
842983,MHLee,J1,New,BeiJing,Stat,Pending,2025-03-18,0000-00-00,313
842571,Noname,J1,New,GuangZhou,CS,Clear,2025-03-19,2025-04-21,33
842581,早下签,F1,New,HongKong,Civil Engineering,Clear,2025-03-19,2025-04-16,28
842584,jimmytoluene,F1,New,GuangZhou,Computer Science,Clear,2025-03-19,2025-04-25,37
842586,visa4CVPR25,B1,New,BeiJing,"CS, AI",Clear,2025-03-19,2025-04-28,40
842628,xiaqian,F1,Renewal,HongKong,mechanical engineering,Clear,2025-03-19,2025-05-06,48
842640,校园卡,H1,Renewal,BeiJing,Chemistrty,Clear,2025-03-19,2025-04-17,29
842641,kkssdlh,F1,Renewal,GuangZhou,ml&ds,Clear,2025-03-19,2025-04-25,37
842904,bbang,H1,New,ShangHai,Education,Clear,2025-03-19,2025-06-13,86
842906,sholot,B1,New,ShangHai,Biology,Pending,2025-03-19,0000-00-00,312
842570,plsgivmevisa,F1,New,GuangZhou,CS,Clear,2025-03-20,2025-04-29,40
842574,talkrelax,F1,New,GuangZhou,Material Science MSE,Clear,2025-03-20,2025-04-22,33
842682,ggg_cheng,F1,New,HongKong,MCB,Clear,2025-03-20,2025-04-28,39
842716,qiu guo qian,O1,New,BeiJing,EE,Pending,2025-03-20,0000-00-00,311
842937,L1B流浪人,L1,New,Vancouver,Math + CS,Clear,2025-03-20,2025-06-27,99
842588,milox,L1,New,Vancouver,EE,Clear,2025-03-21,2025-04-24,34
842590,球球下签,F1,New,BeiJing,CS,Clear,2025-03-21,2025-04-28,38
842607,命运多舛,J1,New,Europe,electrical engineer,Pending,2025-03-21,0000-00-00,310
842649,20211110,B2,New,BeiJing,Optics,Clear,2025-03-21,2025-04-30,40
842678,Sean,H1,Renewal,ShangHai,Biomedical engineering,Clear,2025-03-21,2025-04-29,39
842759,vovo,F1,Renewal,BeiJing,EE,Clear,2025-03-21,2025-04-24,34
842784,EJ6890382,F1,New,BeiJing,CS,Clear,2025-03-21,2025-04-26,36
842786,被迫温哥华,H1,Renewal,Vancouver,N/A,Clear,2025-03-21,2025-04-22,32
842989,kuaixiaqianba,J1,New,Europe,N/A,Pending,2025-03-21,0000-00-00,310
842816,KK-luck,F1,New,BeiJing,Geography,Clear,2025-03-21,2025-04-28,38
842592,nevergonnacheee,F1,New,ShangHai,Robotics,Clear,2025-03-24,2025-05-05,42
842604,COCONUT,J1,New,ShangHai,Electrical Engineering,Reject,2025-03-24,2025-03-31,7
842635,whycheckme,B1,New,Vancouver,EE,Pending,2025-03-24,0000-00-00,307
842638,png,J1,New,ShangHai,Environmental science,Pending,2025-03-24,0000-00-00,307
842677,Bless^^^,H1,New,Europe,computer science,Clear,2025-03-25,2025-05-16,52
842603,可以幻想5�,F1,New,BeiJing,CS,Clear,2025-03-25,2025-04-25,31
842658,求求了我真,B1,New,BeiJing,EE+CS,Pending,2025-03-25,0000-00-00,306
842698,icy,B1,New,BeiJing,CS,Clear,2025-03-25,2025-04-25,31
842740,I,J1,New,GuangZhou,Physics,Clear,2025-03-25,2025-05-16,52
842845,zzh,J1,New,GuangZhou,CS,Clear,2025-03-25,2025-05-07,43
842859,我们还能不,H1,Renewal,ShangHai,ECE,Pending,2025-03-25,0000-00-00,306
842614,我真服了,F1,New,BeiJing,Mathematics,Clear,2025-03-26,2025-04-30,35
842623,求求了，快,B1,New,GuangZhou,medicine,Pending,2025-03-26,0000-00-00,305
842626,hope_pass,L1,New,Toronto,CS,Clear,2025-03-26,2025-05-08,43
842739,勇敢牛牛不,J1,New,BeiJing,Oncology and Cancer Biolo,Clear,2025-03-26,2025-05-12,47
842811,nickaaa,J1,New,BeiJing,Mathematics,Clear,2025-03-26,2025-05-05,40
842839,H1B_slave,H1,New,GuangZhou,Data Science,Pending,2025-03-26,0000-00-00,305
843302,真的求了,F1,Renewal,ShangHai,Robotics,Clear,2025-03-26,2025-08-07,134
842619,Young,F1,New,HongKong,Mechanical Engineering,Clear,2025-03-27,2025-05-30,64
842624,luuuuu7771303,F1,New,ShangHai,Physics,Clear,2025-03-27,2025-05-07,41
842751,lingfengzhe,B1,New,HongKong,CS,Pending,2025-03-27,0000-00-00,304
842818,kk,F1,New,ShangHai,Material Science and Engi,Clear,2025-03-27,2025-05-21,55
842822,123,F1,New,BeiJing,CS,Clear,2025-03-27,2025-07-07,102
843049,tissot,F1,New,ShenYang,N/A,Clear,2025-03-28,2025-06-16,80
842644,Whatever,F1,Renewal,ShangHai,Environmental Engineering,Clear,2025-03-31,2025-04-25,25
842646,RiflePika,J1,New,ShangHai,Biomedical Science,Clear,2025-03-31,2025-04-11,11
842651,gun12138,F1,New,GuangZhou,Nutrition,Clear,2025-03-31,2025-05-30,60
842749,焦虑的chill,F1,Renewal,ShangHai,bioengineering,Pending,2025-03-31,0000-00-00,300
842791,congcong,H1,Renewal,GuangZhou,Business Analytics,Clear,2025-03-31,2025-05-13,43
842913,lll,F1,New,BeiJing,Microbiology,Clear,2025-03-31,2025-05-14,44
842978,kanweic,H1,Renewal,GuangZhou,ME,Clear,2025-03-31,2025-05-19,49
842652,啊B啊J啊H,J1,New,GuangZhou,CS,Clear,2025-04-01,2025-05-19,48
842656,胡萝卜,H1,New,BeiJing,food science,Clear,2025-04-01,2025-05-11,40
842667,快速下签求,J1,New,BeiJing,English,Clear,2025-04-01,2025-05-09,38
842679,求5年,F1,New,BeiJing,ECE,Clear,2025-04-01,2025-05-15,44
842814,test,H1,Renewal,MexicoCity,CS,Clear,2025-04-01,2025-06-11,71
842654,m,F1,New,BeiJing,CS,Clear,2025-04-02,2025-08-08,128
842657,W求下签atery,F1,New,BeiJing,ECE PhD,Clear,2025-04-02,2025-05-08,36
842661,Tulerrr,F1,New,ShenYang,MBA,Pending,2025-04-02,0000-00-00,298
842670,默默等待的,J1,New,GuangZhou,Environmental science,Clear,2025-04-02,2025-05-16,44
842693,GEORGENICE,B1,New,GuangZhou,MBA,Clear,2025-04-02,2025-05-10,38
842795,周tt,F1,Renewal,ShangHai,N/A,Pending,2025-04-02,0000-00-00,298
842958,ggchenzonggui@q,J1,New,BeiJing,Biology,Pending,2025-04-02,0000-00-00,298
842672,VISA_PASS,B1,New,ShenYang,CS,Pending,2025-04-03,0000-00-00,297
842686,cenximo,F1,New,ShangHai,ME,Clear,2025-04-03,2025-05-15,42
842696,kuaifangwohuiji,H1,Renewal,Vancouver,Econ,Pending,2025-04-03,0000-00-00,297
842720,Dr.Pepper,B2,New,ShenYang,CS,Clear,2025-04-03,2025-04-14,11
842725,LUZI,F1,New,GuangZhou,Mechanical Engineering,Clear,2025-04-03,2025-05-22,49
842807,IM_ENTERPRISE,H1,Renewal,GuangZhou,N/A,Pending,2025-04-03,0000-00-00,297
842962,XLXLXL,L1,New,BeiJing,N/A,Clear,2025-04-03,2025-06-04,62
842681,have2go,J1,New,Others,Civil Engineering,Clear,2025-04-04,2025-05-16,42
842684,pleaseApprove,F1,New,BeiJing,Environment,Clear,2025-04-07,2025-05-13,36
842688,bbb,B2,New,GuangZhou,CS,Pending,2025-04-07,0000-00-00,293
842690,卡加冲冲,H1,New,Calgary,Information Science,Clear,2025-04-07,2025-06-27,81
842709,approveplz,H1,New,Toronto,Statistics,Clear,2025-04-07,2025-04-16,9
842711,pray for it,F1,New,ShangHai,Physical Therapy,Clear,2025-04-07,2025-04-25,18
842744,希望早日结,O1,New,BeiJing,AI/ML,Clear,2025-04-07,2025-05-21,44
842823,Dutton,F1,New,ShangHai,ECE,Clear,2025-04-07,2025-05-26,49
842828,God bless,B2,New,Europe,CS,Clear,2025-04-07,2025-06-11,65
842882,AA00EGOEYV,F1,New,GuangZhou,Robotics,Pending,2025-04-07,0000-00-00,293
842892,SpicyPanda,B1,New,Others,CS,Pending,2025-04-07,0000-00-00,293
842905,xiaqian,H1,New,GuangZhou,material science,Clear,2025-04-07,2025-05-21,44
842909,pray,H1,Renewal,Vancouver,Math,Pending,2025-04-07,0000-00-00,293
842919,please_issue_vi,H1,Renewal,ShangHai,EE,Clear,2025-04-07,2025-06-05,59
842982,求求签证下,F1,New,ShangHai,Chemistry,Clear,2025-04-07,2025-07-10,94
843030,要过啊_LL,H1,New,BeiJing,Biomedicine,Pending,2025-04-07,0000-00-00,293
842695,xdlikr94,H1,New,BeiJing,Chemical Engineering,Clear,2025-04-08,2025-05-25,47
842700,checkcheckcheck,B1,Renewal,BeiJing,N/A,Clear,2025-04-08,2025-06-17,70
